Unidad,Parametro,A�o,Mes,D�a,Fecha,Valor,Area
uS/cm,Cond,2018,3,1,3/1/2018,954,RA10
mg/L,SO4,2018,3,1,3/1/2018,113,TI30
mg/L,SO4,2018,3,1,3/1/2018,102,RA10
mg/L,CL-,2018,3,1,3/1/2018,38.6,TI30
mg/L,CL-,2018,3,1,3/1/2018,32.1,RA10
mg/L,SST,2018,3,1,3/1/2018,15.7,TI30
uS/cm,Cond,2018,3,1,3/1/2018,14.2,TI30
mg/L,DQO,2018,3,1,3/1/2018,12.6,RA10
mg/L,AyG,2018,3,1,3/1/2018,10,RA10
mg/L,SST,2018,3,1,3/1/2018,10,RA10
mg/L,AyG,2018,3,1,3/1/2018,10,TI30
mg/L,O Dis.,2018,3,1,3/1/2018,9.9,TI30
Unid.ph,pH,2018,3,1,3/1/2018,8.7,RA10
Unid.ph,pH,2018,3,1,3/1/2018,8.2,TI30
mg/L,N tot.,2018,3,1,3/1/2018,7.9,TI30
mg/L,N-NO3,2018,3,1,3/1/2018,7.07,TI30
mg/L,DQO,2018,3,1,3/1/2018,4.7,TI30
mg/L,N tot.,2018,3,1,3/1/2018,3.2,RA10
mg/L,N-NO3,2018,3,1,3/1/2018,2.9,RA10
mg/L,Fe,2018,3,1,3/1/2018,2471,TI30
mg/L,Fe,2018,3,1,3/1/2018,2108,RA10
mg/L,DBO5,2018,3,1,3/1/2018,2,RA10
mg/L,DBO5,2018,3,1,3/1/2018,2,TI30
NMP/100 ml,CF,2018,3,1,3/1/2018,1.8,RA10
NMP/100 ml,CF,2018,3,1,3/1/2018,1.8,TI30
mg/L,Al,2018,3,1,3/1/2018,0.59,TI30
mg/L,Mn,2018,3,1,3/1/2018,167,TI30
mg/L,Al,2018,3,1,3/1/2018,0.1,RA10
mg/L,P tot.,2018,2,27,2/27/2018,0.05,LC10
mg/L,P tot.,2018,5,16,5/16/2018,0.2,RA10
mg/L,Zn,2018,3,1,3/1/2018,0.07,RA10
mg/L,Zn,2018,3,1,3/1/2018,0.07,TI30
mg/L,Mn,2018,3,1,3/1/2018,59,RA10
mg/L,N-NH4,2018,3,1,3/1/2018,27,TI30
mg/L,N-NO2,2018,3,1,3/1/2018,17,TI30
mg/L,N-NH4,2018,3,1,3/1/2018,16,RA10
mg/L,Cu,2018,3,1,3/1/2018,12,RA10
mg/L,Cu,2018,3,1,3/1/2018,12,TI30
mg/L,As,2018,3,1,3/1/2018,0.0075,TI30
mg/L,N-NO2,2018,3,1,3/1/2018,6,RA10
mg/L,As,2018,3,1,3/1/2018,0.0057,RA10
NMP/100 ml,CF,2018,2,28,2/28/2018,920,CL10-ti
uS/cm,Cond,2018,2,28,2/28/2018,464,TI20
uS/cm,Cond,2018,2,28,2/28/2018,448,CH20
uS/cm,Cond,2018,2,28,2/28/2018,388,CH10
mg/L,SST,2018,2,28,2/28/2018,335,TI10
uS/cm,Cond,2018,2,28,2/28/2018,265,TI10
NMP/100 ml,CF,2018,2,28,2/28/2018,240,CH20
NMP/100 ml,CF,2018,2,28,2/28/2018,130,TI20
uS/cm,Cond,2018,2,28,2/28/2018,127,CL10-ti
mg/L,SO4,2018,2,28,2/28/2018,83,TI10
mg/L,SO4,2018,2,28,2/28/2018,82,TI20
mg/L,SO4,2018,2,28,2/28/2018,81,CH10
mg/L,SO4,2018,2,28,2/28/2018,79,CH20
NMP/100 ml,CF,2018,2,28,2/28/2018,79,TI10
mg/L,SST,2018,2,28,2/28/2018,58,CH10
mg/L,CL-,2018,2,28,2/28/2018,25,CH10
mg/L,CL-,2018,2,28,2/28/2018,25,CH20
mg/L,CL-,2018,2,28,2/28/2018,25,CL10-ti
mg/L,CL-,2018,2,28,2/28/2018,25,TI10
mg/L,CL-,2018,2,28,2/28/2018,25,TI20
mg/L,SO4,2018,2,28,2/28/2018,20,CL10-ti
mg/L,AyG,2018,2,28,2/28/2018,14,TI10
mg/L,Al,2018,2,28,2/28/2018,12.1,TI10
mg/L,O Dis.,2018,2,28,2/28/2018,11.3,CL10-ti
mg/L,SST,2018,2,28,2/28/2018,11,CH20
mg/L,Fe,2018,2,28,2/28/2018,10.8,TI10
mg/L,O Dis.,2018,2,28,2/28/2018,10.2,TI10
mg/L,AyG,2018,2,28,2/28/2018,10,CH10
mg/L,AyG,2018,2,28,2/28/2018,10,CH20
mg/L,AyG,2018,2,28,2/28/2018,10,CL10-ti
mg/L,SST,2018,2,28,2/28/2018,10,CL10-ti
mg/L,AyG,2018,2,28,2/28/2018,10,TI20
mg/L,SST,2018,2,28,2/28/2018,10,TI20
mg/L,O Dis.,2018,2,28,2/28/2018,9.6,CH20
mg/L,N tot.,2018,2,28,2/28/2018,8.2,CH10
Unid.ph,pH,2018,2,28,2/28/2018,8.1,TI10
Unid.ph,pH,2018,2,28,2/28/2018,8.1,TI20
Unid.ph,pH,2018,2,28,2/28/2018,8,CL10-ti
Unid.ph,pH,2018,2,28,2/28/2018,7.7,CH20
mg/L,N-NO3,2018,2,28,2/28/2018,7.3,CH10
mg/L,N tot.,2018,2,28,2/28/2018,6.8,CH20
mg/L,N tot.,2018,2,28,2/28/2018,5.92,TI20
mg/L,N-NO3,2018,2,28,2/28/2018,5.4,CH20
mg/L,N-NO3,2018,2,28,2/28/2018,5.13,TI20
NMP/100 ml,CF,2018,2,28,2/28/2018,4,CH10
mg/L,Al,2018,2,28,2/28/2018,3.27,CL10-ti
mg/L,DQO,2018,2,28,2/28/2018,3,CH20
mg/L,Al,2018,2,28,2/28/2018,2.83,CH20
mg/L,Fe,2018,2,28,2/28/2018,2.49,CH10
mg/L,Al,2018,2,28,2/28/2018,2.07,CH10
mg/L,Al,2018,2,28,2/28/2018,2.07,TI20
mg/L,DBO5,2018,2,28,2/28/2018,2,CH10
mg/L,DBO5,2018,2,28,2/28/2018,2,CH20
mg/L,DBO5,2018,2,28,2/28/2018,2,CL10-ti
mg/L,DBO5,2018,2,28,2/28/2018,2,TI10
mg/L,DBO5,2018,2,28,2/28/2018,2,TI20
mg/L,N tot.,2018,2,28,2/28/2018,1.4,TI10
mg/L,Mn,2018,2,28,2/28/2018,1.02,CH10
mg/L,DQO,2018,2,28,2/28/2018,1,CH10
mg/L,DQO,2018,2,28,2/28/2018,1,CL10-ti
mg/L,DQO,2018,2,28,2/28/2018,1,TI10
mg/L,DQO,2018,2,28,2/28/2018,1,TI20
mg/L,N tot.,2018,2,28,2/28/2018,0.97,CL10-ti
mg/L,N-NO2,2018,2,28,2/28/2018,0.9,TI10
mg/L,N-NH4,2018,2,28,2/28/2018,715,CH20
mg/L,N-NO3,2018,2,28,2/28/2018,0.63,CL10-ti
mg/L,Fe,2018,2,28,2/28/2018,432,CH20
mg/L,Fe,2018,2,28,2/28/2018,416,TI20
mg/L,P tot.,2018,3,1,3/1/2018,0.05,RA10
mg/L,Mn,2018,2,28,2/28/2018,322,TI10
mg/L,Mn,2018,2,28,2/28/2018,226,CL10-ti
mg/L,N-NO3,2018,2,28,2/28/2018,0.22,TI10
mg/L,Fe,2018,2,28,2/28/2018,193,CL10-ti
mg/L,N-NO2,2018,2,28,2/28/2018,0.14,CL10-ti
mg/L,Cu,2018,2,28,2/28/2018,0.1,CH20
mg/L,N-NO2,2018,2,28,2/28/2018,0.1,CH20
mg/L,P tot.,2018,5,17,5/17/2018,0.3,RI10
mg/L,P tot.,2018,3,2,3/2/2018,0.05,RI10
mg/L,P tot.,2018,5,15,5/15/2018,0.32,TI10
mg/L,Mn,2018,2,28,2/28/2018,95,CH20
mg/L,Zn,2018,2,28,2/28/2018,0.07,CH10
mg/L,Zn,2018,2,28,2/28/2018,0.07,CH20
mg/L,Zn,2018,2,28,2/28/2018,0.07,CL10-ti
mg/L,Zn,2018,2,28,2/28/2018,0.07,TI10
mg/L,Zn,2018,2,28,2/28/2018,0.07,TI20
mg/L,Mn,2018,2,28,2/28/2018,64,TI20
mg/L,Cu,2018,2,28,2/28/2018,62,TI10
mg/L,N-NO2,2018,2,28,2/28/2018,0.05,CH10
mg/L,N-NO2,2018,2,28,2/28/2018,0.05,TI20
mg/L,N-NH4,2018,2,28,2/28/2018,42,CL10-ti
mg/L,N-NH4,2018,2,28,2/28/2018,35,CH10
mg/L,N-NH4,2018,2,28,2/28/2018,22,TI20
mg/L,N-NH4,2018,2,28,2/28/2018,0.02,TI10
mg/L,Cu,2018,2,28,2/28/2018,16,CH10
mg/L,As,2018,2,28,2/28/2018,0.0115,TI10
mg/L,Cu,2018,2,28,2/28/2018,0.01,CL10-ti
mg/L,Cu,2018,2,28,2/28/2018,0.01,TI20
mg/L,As,2018,2,28,2/28/2018,0.0038,CH20
mg/L,As,2018,2,28,2/28/2018,0.0031,TI20
mg/L,As,2018,2,28,2/28/2018,0.0027,CH10
mg/L,As,2018,2,28,2/28/2018,0.0009,CL10-ti
NMP/100 ml,CF,2018,2,27,2/27/2018,1600,CA20
NMP/100 ml,CF,2018,2,27,2/27/2018,900,CA60
uS/cm,Cond,2018,2,27,2/27/2018,652,CA50
uS/cm,Cond,2018,2,27,2/27/2018,639,CA40
uS/cm,Cond,2018,2,27,2/27/2018,626,CA60
uS/cm,Cond,2018,2,27,2/27/2018,549,LC10
NMP/100 ml,CF,2018,2,27,2/27/2018,540,CA50
uS/cm,Cond,2018,2,27,2/27/2018,454,CA10
uS/cm,Cond,2018,2,27,2/27/2018,434,CA20
uS/cm,Cond,2018,2,27,2/27/2018,425,CA30
NMP/100 ml,CF,2018,2,27,2/27/2018,240,LC10
mg/L,SST,2018,2,27,2/27/2018,172,CA30
mg/L,SST,2018,2,27,2/27/2018,171,CA20
mg/L,SST,2018,2,27,2/27/2018,128,CA10
mg/L,SO4,2018,2,27,2/27/2018,124,CA50
mg/L,SO4,2018,2,27,2/27/2018,121,CA60
mg/L,SST,2018,2,27,2/27/2018,120,LC10
mg/L,SO4,2018,2,27,2/27/2018,115,CA40
mg/L,SO4,2018,2,27,2/27/2018,108,CA30
mg/L,CL-,2018,2,27,2/27/2018,105,CA50
mg/L,SO4,2018,2,27,2/27/2018,98,CA20
mg/L,SO4,2018,2,27,2/27/2018,97,CA10
mg/L,CL-,2018,2,27,2/27/2018,47.1,CA40
mg/L,CL-,2018,2,27,2/27/2018,39.4,CA10
mg/L,CL-,2018,2,27,2/27/2018,37.9,CA60
mg/L,CL-,2018,2,27,2/27/2018,31.9,CA30
mg/L,CL-,2018,2,27,2/27/2018,30.9,CA20
mg/L,SST,2018,2,27,2/27/2018,18,CA60
mg/L,DQO,2018,2,27,2/27/2018,17.1,LC10
mg/L,SST,2018,2,27,2/27/2018,15,CA50
NMP/100 ml,CF,2018,2,27,2/27/2018,14,CA30
mg/L,AyG,2018,2,27,2/27/2018,10,CA10
mg/L,AyG,2018,2,27,2/27/2018,10,CA20
mg/L,AyG,2018,2,27,2/27/2018,10,CA30
mg/L,AyG,2018,2,27,2/27/2018,10,CA40
mg/L,SST,2018,2,27,2/27/2018,10,CA40
mg/L,AyG,2018,2,27,2/27/2018,10,CA50
mg/L,AyG,2018,2,27,2/27/2018,10,CA60
mg/L,AyG,2018,2,27,2/27/2018,10,LC10
mg/L,O Dis.,2018,2,27,2/27/2018,9.6,LC10
mg/L,O Dis.,2018,2,27,2/27/2018,9.4,CA10
mg/L,O Dis.,2018,2,27,2/27/2018,9.2,CA30
mg/L,O Dis.,2018,2,27,2/27/2018,9,CA40
mg/L,O Dis.,2018,2,27,2/27/2018,8.9,CA60
mg/L,O Dis.,2018,2,27,2/27/2018,8.7,CA50
Unid.ph,pH,2018,2,27,2/27/2018,8.4,CA40
Unid.ph,pH,2018,2,27,2/27/2018,8.3,CA50
mg/L,DBO5,2018,2,27,2/27/2018,8.2,LC10
Unid.ph,pH,2018,2,27,2/27/2018,8.2,LC10
Unid.ph,pH,2018,2,27,2/27/2018,8.1,CA10
mg/L,O Dis.,2018,2,27,2/27/2018,8.1,CA20
Unid.ph,pH,2018,2,27,2/27/2018,8.1,CA30
Unid.ph,pH,2018,2,27,2/27/2018,8.1,CA60
Unid.ph,pH,2018,2,27,2/27/2018,8,CA20
NMP/100 ml,CF,2018,2,27,2/27/2018,7.8,CA10
mg/L,N tot.,2018,2,27,2/27/2018,7.1,LC10
NMP/100 ml,CF,2018,2,27,2/27/2018,6.8,CA40
mg/L,Fe,2018,2,27,2/27/2018,6.56,CA10
mg/L,Fe,2018,2,27,2/27/2018,6.32,CA20
mg/L,DQO,2018,2,27,2/27/2018,5.3,CA60
mg/L,Fe,2018,2,27,2/27/2018,5.17,CA30
mg/L,N tot.,2018,2,27,2/27/2018,5.14,CA60
mg/L,Al,2018,2,27,2/27/2018,5.12,CA20
mg/L,Al,2018,2,27,2/27/2018,4.85,CA10
mg/L,N tot.,2018,2,27,2/27/2018,4.72,CA40
mg/L,N-NO3,2018,2,27,2/27/2018,4.65,LC10
mg/L,Al,2018,2,27,2/27/2018,4.6,CA30
mg/L,N-NO3,2018,2,27,2/27/2018,4.47,CA40
mg/L,N-NO3,2018,2,27,2/27/2018,4.31,CA60
mg/L,DQO,2018,2,27,2/27/2018,3.1,CA50
mg/L,DBO5,2018,2,27,2/27/2018,2,CA10
mg/L,DBO5,2018,2,27,2/27/2018,2,CA20
mg/L,DBO5,2018,2,27,2/27/2018,2,CA30
mg/L,DBO5,2018,2,27,2/27/2018,2,CA40
mg/L,DBO5,2018,2,27,2/27/2018,2,CA50
mg/L,DBO5,2018,2,27,2/27/2018,2,CA60
mg/L,N-NH4,2018,2,27,2/27/2018,1.37,LC10
mg/L,N tot.,2018,2,27,2/27/2018,1.19,CA30
mg/L,DQO,2018,2,27,2/27/2018,1,CA10
mg/L,DQO,2018,2,27,2/27/2018,1,CA20
mg/L,DQO,2018,2,27,2/27/2018,1,CA30
mg/L,DQO,2018,2,27,2/27/2018,1,CA40
mg/L,N-NO3,2018,2,27,2/27/2018,0.94,CA30
mg/L,N tot.,2018,2,27,2/27/2018,883,CA20
mg/L,Al,2018,2,27,2/27/2018,0.88,CA50
mg/L,Fe,2018,2,27,2/27/2018,856,CA50
mg/L,N tot.,2018,2,27,2/27/2018,846,CA10
mg/L,N-NO3,2018,2,27,2/27/2018,0.84,CA10
mg/L,N tot.,2018,2,27,2/27/2018,835,CA50
mg/L,N-NO3,2018,2,27,2/27/2018,0.8,CA20
mg/L,Fe,2018,2,27,2/27/2018,759,CA60
mg/L,N-NO3,2018,2,27,2/27/2018,0.73,CA50
mg/L,Al,2018,2,27,2/27/2018,0.66,CA60
mg/L,Al,2018,2,27,2/27/2018,0.44,CA40
mg/L,P tot.,2018,2,28,2/28/2018,0.05,TI10
mg/L,Fe,2018,2,27,2/27/2018,273,CA40
mg/L,Mn,2018,2,27,2/27/2018,202,CA20
mg/L,Mn,2018,2,27,2/27/2018,0.19,CA30
mg/L,Mn,2018,2,27,2/27/2018,188,CA10
mg/L,P tot.,2018,5,15,5/15/2018,0.2,TI20
mg/L,P tot.,2018,2,28,2/28/2018,0.05,TI20
mg/L,P tot.,2018,5,16,5/16/2018,0.36,TI30
mg/L,P tot.,2018,3,1,3/1/2018,0.05,TI30
mg/L,P tot.,2018,5,17,5/17/2018,0.2,ZA10
mg/L,N-NO2,2018,2,27,2/27/2018,83,CA20
mg/L,Zn,2018,2,27,2/27/2018,0.08,CA10
mg/L,Zn,2018,2,27,2/27/2018,0.07,CA20
mg/L,Zn,2018,2,27,2/27/2018,0.07,CA30
mg/L,Zn,2018,2,27,2/27/2018,0.07,CA40
mg/L,Zn,2018,2,27,2/27/2018,0.07,CA50
mg/L,Zn,2018,2,27,2/27/2018,0.07,CA60
mg/L,N-NO2,2018,2,27,2/27/2018,59,CA50
mg/L,Mn,2018,2,27,2/27/2018,51,CA60
mg/L,Cu,2018,2,27,2/27/2018,44,CA30
mg/L,N-NO2,2018,2,27,2/27/2018,34,CA40
mg/L,Mn,2018,2,27,2/27/2018,32,CA50
mg/L,Cu,2018,2,27,2/27/2018,27,CA20
mg/L,Cu,2018,2,27,2/27/2018,25,CA10
mg/L,As,2018,2,27,2/27/2018,25,CA30
mg/L,As,2018,2,27,2/27/2018,0.0242,CA10
mg/L,Cu,2018,2,27,2/27/2018,23,CA60
mg/L,As,2018,2,27,2/27/2018,22,CA20
mg/L,N-NH4,2018,2,27,2/27/2018,22,CA40
mg/L,N-NO2,2018,2,27,2/27/2018,21,CA30
mg/L,N-NO2,2018,2,27,2/27/2018,0.02,CA60
mg/L,N-NH4,2018,2,27,2/27/2018,18,CA60
mg/L,Cu,2018,2,27,2/27/2018,16,CA40
mg/L,Cu,2018,2,27,2/27/2018,16,CA50
mg/L,N-NH4,2018,2,27,2/27/2018,16,CA50
mg/L,Mn,2018,2,27,2/27/2018,12,CA40
mg/L,N-NH4,2018,2,27,2/27/2018,0.01,CA10
mg/L,N-NH4,2018,2,27,2/27/2018,0.01,CA20
mg/L,N-NH4,2018,2,27,2/27/2018,0.01,CA30
mg/L,N-NO2,2018,2,27,2/27/2018,6,CA10
mg/L,N-NO2,2018,2,27,2/27/2018,6,LC10
mg/L,As,2018,2,27,2/27/2018,0.0058,CA50
mg/L,As,2018,2,27,2/27/2018,0.0047,CA60
mg/L,As,2018,2,27,2/27/2018,0.0038,CA40
uS/cm,Cond,2018,1,24,1/24/2018,390,CA10
mg/L,SST,2018,1,24,1/24/2018,222,CA10
NMP/100 ml,CF,2018,1,24,1/24/2018,40,CA10
mg/L,SO4,2018,1,24,1/24/2018,34,CA10
mg/L,CL-,2018,1,24,1/24/2018,30.3,CA10
mg/L,AyG,2018,1,24,1/24/2018,10,CA10
Unid.ph,pH,2018,1,24,1/24/2018,8.1,CA10
mg/L,Fe,2018,1,24,1/24/2018,6.71,CA10
mg/L,Al,2018,1,24,1/24/2018,6.04,CA10
mg/L,DBO5,2018,1,24,1/24/2018,2,CA10
mg/L,N tot.,2018,1,24,1/24/2018,1601,CA10
mg/L,N-NO3,2018,1,24,1/24/2018,1.36,CA10
mg/L,DQO,2018,1,24,1/24/2018,1,CA10
mg/L,P tot.,2018,3,2,3/2/2018,0.05,ZA10
mg/L,Mn,2018,1,24,1/24/2018,217,CA10
mg/L,N-NH4,2018,1,24,1/24/2018,92,CA10
mg/L,Zn,2018,1,24,1/24/2018,0.07,CA10
mg/L,N-NO2,2018,1,24,1/24/2018,23,CA10
mg/L,As,2018,1,24,1/24/2018,0.0204,CA10
mg/L,Cu,2018,1,24,1/24/2018,12,CA10
NMP/100 ml,CF,2017,12,6,12/6/2017,1600,CL30
NMP/100 ml,CF,2017,12,6,12/6/2017,1600,RI10
uS/cm,Cond,2017,12,6,12/6/2017,660,CL30
uS/cm,Cond,2017,12,6,12/6/2017,518,ZA10
uS/cm,Cond,2017,12,6,12/6/2017,498,RI10
uS/cm,Cond,2017,12,6,12/6/2017,397,AV10
NMP/100 ml,CF,2017,12,6,12/6/2017,350,ZA10
NMP/100 ml,CF,2017,12,6,12/6/2017,280,CL20
uS/cm,Cond,2017,12,6,12/6/2017,157,CL20
mg/L,SST,2017,12,6,12/6/2017,145,RI10
NMP/100 ml,CF,2017,12,6,12/6/2017,130,AV10
mg/L,SO4,2017,12,6,12/6/2017,107,CL30
uS/cm,Cond,2017,12,6,12/6/2017,94,CL10
mg/L,SO4,2017,12,6,12/6/2017,89,RI10
mg/L,CL-,2017,12,6,12/6/2017,82.5,ZA10
mg/L,SST,2017,12,6,12/6/2017,79,CL30
mg/L,SO4,2017,12,6,12/6/2017,68,ZA10
mg/L,SO4,2017,12,6,12/6/2017,57,AV10
mg/L,CL-,2017,12,6,12/6/2017,31.2,CL30
mg/L,SST,2017,12,6,12/6/2017,31,ZA10
mg/L,CL-,2017,12,6,12/6/2017,25,AV10
mg/L,CL-,2017,12,6,12/6/2017,25,CL10
mg/L,CL-,2017,12,6,12/6/2017,25,CL20
mg/L,CL-,2017,12,6,12/6/2017,25,RI10
mg/L,SST,2017,12,6,12/6/2017,22,CL20
mg/L,N tot.,2017,12,6,12/6/2017,21.2,RI10
mg/L,N-NO3,2017,12,6,12/6/2017,21.18064516,RI10
mg/L,SO4,2017,12,6,12/6/2017,20,CL10
mg/L,SO4,2017,12,6,12/6/2017,20,CL20
mg/L,SST,2017,12,6,12/6/2017,19,AV10
mg/L,N-NO3,2017,12,6,12/6/2017,16.3483871,AV10
mg/L,N tot.,2017,12,6,12/6/2017,16.3,AV10
mg/L,AyG,2017,12,6,12/6/2017,14,AV10
mg/L,AyG,2017,12,6,12/6/2017,14,CL20
mg/L,AyG,2017,12,6,12/6/2017,14,CL30
mg/L,AyG,2017,12,6,12/6/2017,14,RI10
mg/L,AyG,2017,12,6,12/6/2017,14,ZA10
mg/L,N-NO3,2017,12,6,12/6/2017,11.6516129,CL10
mg/L,N tot.,2017,12,6,12/6/2017,11.65,CL10
mg/L,O Dis.,2017,12,6,12/6/2017,10.8,CL10
mg/L,SST,2017,12,6,12/6/2017,10,CL10
mg/L,O Dis.,2017,12,6,12/6/2017,9.7,CL30
mg/L,O Dis.,2017,12,6,12/6/2017,9.5,AV10
mg/L,N-NO3,2017,12,6,12/6/2017,9.461290323,CL30
mg/L,N tot.,2017,12,6,12/6/2017,9461,CL30
mg/L,O Dis.,2017,12,6,12/6/2017,9.3,RI10
mg/L,O Dis.,2017,12,6,12/6/2017,8.9,CL20
mg/L,N-NO3,2017,12,6,12/6/2017,8.851612903,ZA10
mg/L,N tot.,2017,12,6,12/6/2017,8.85,ZA10
mg/L,O Dis.,2017,12,6,12/6/2017,8.8,ZA10
Unid.ph,pH,2017,12,6,12/6/2017,8.5,AV10
Unid.ph,pH,2017,12,6,12/6/2017,8.1,CL10
Unid.ph,pH,2017,12,6,12/6/2017,8.1,CL30
Unid.ph,pH,2017,12,6,12/6/2017,8,RI10
Unid.ph,pH,2017,12,6,12/6/2017,7.9,CL20
Unid.ph,pH,2017,12,6,12/6/2017,7.9,ZA10
mg/L,DQO,2017,12,6,12/6/2017,7,AV10
mg/L,P tot.,2017,12,6,12/6/2017,6.22,ZA10
mg/L,N tot.,2017,12,6,12/6/2017,6.03,CL20
mg/L,Fe,2017,12,6,12/6/2017,6.03,RI10
mg/L,N-NO3,2017,12,6,12/6/2017,6.029032258,CL20
mg/L,DQO,2017,12,6,12/6/2017,5.6,ZA10
mg/L,P tot.,2017,12,6,12/6/2017,4.73,RI10
mg/L,Fe,2017,12,6,12/6/2017,3.83,CL30
mg/L,Al,2017,12,6,12/6/2017,3.63,RI10
mg/L,DQO,2017,12,6,12/6/2017,2.9,CL30
mg/L,P tot.,2017,12,6,12/6/2017,2.5,AV10
mg/L,Al,2017,12,6,12/6/2017,2.02,CL30
mg/L,DBO5,2017,12,6,12/6/2017,2,AV10
mg/L,DBO5,2017,12,6,12/6/2017,2,CL10
mg/L,DBO5,2017,12,6,12/6/2017,2,CL20
mg/L,DBO5,2017,12,6,12/6/2017,2,CL30
mg/L,DBO5,2017,12,6,12/6/2017,2,RI10
mg/L,DBO5,2017,12,6,12/6/2017,2,ZA10
NMP/100 ml,CF,2017,12,6,12/6/2017,1.8,CL10
mg/L,Fe,2017,12,6,12/6/2017,1.66,ZA10
mg/L,Fe,2017,12,6,12/6/2017,1.03,CL20
mg/L,DQO,2017,12,6,12/6/2017,1,CL10
mg/L,DQO,2017,12,6,12/6/2017,1,CL20
mg/L,DQO,2017,12,6,12/6/2017,1,RI10
mg/L,Al,2017,12,6,12/6/2017,0.57,ZA10
mg/L,P tot.,2017,12,6,12/6/2017,0.53,CL30
mg/L,Al,2017,12,6,12/6/2017,0.52,CL20
mg/L,Fe,2017,12,6,12/6/2017,507,AV10
mg/L,Al,2017,12,6,12/6/2017,0.5,AV10
mg/L,P tot.,2017,12,6,12/6/2017,0.44,CL20
mg/L,Fe,2017,12,6,12/6/2017,236,CL10
mg/L,Mn,2017,12,6,12/6/2017,153,RI10
mg/L,Mn,2017,12,6,12/6/2017,109,CL30
mg/L,Mn,2017,12,6,12/6/2017,75,ZA10
mg/L,Zn,2017,12,6,12/6/2017,0.07,AV10
mg/L,Zn,2017,12,6,12/6/2017,0.07,CL10
mg/L,Zn,2017,12,6,12/6/2017,0.07,CL20
mg/L,Zn,2017,12,6,12/6/2017,0.07,CL30
mg/L,Zn,2017,12,6,12/6/2017,0.07,RI10
mg/L,Zn,2017,12,6,12/6/2017,0.07,ZA10
mg/L,Al,2017,12,6,12/6/2017,0.05,CL10
mg/L,N-NH4,2017,12,6,12/6/2017,0.040444444,AV10
mg/L,Mn,2017,12,6,12/6/2017,38,CL20
mg/L,N-NH4,2017,12,6,12/6/2017,34,CL10
mg/L,N-NH4,2017,12,6,12/6/2017,0.031888889,ZA10
mg/L,N-NH4,2017,12,6,12/6/2017,0.031111111,CL20
mg/L,N-NH4,2017,12,6,12/6/2017,0.031111111,CL30
mg/L,N-NH4,2017,12,6,12/6/2017,0.027222222,RI10
mg/L,Cu,2017,12,6,12/6/2017,25,RI10
mg/L,Mn,2017,12,6,12/6/2017,23,AV10
mg/L,Cu,2017,12,6,12/6/2017,19,CL30
mg/L,Mn,2017,12,6,12/6/2017,12,CL10
mg/L,Cu,2017,12,6,12/6/2017,0.01,AV10
mg/L,Mo,2017,12,6,12/6/2017,0.01,AV10
mg/L,Cu,2017,12,6,12/6/2017,0.01,CL10
mg/L,Mo,2017,12,6,12/6/2017,0.01,CL10
mg/L,Cu,2017,12,6,12/6/2017,0.01,CL20
mg/L,Mo,2017,12,6,12/6/2017,0.01,CL20
mg/L,Mo,2017,12,6,12/6/2017,0.01,CL30
mg/L,Mo,2017,12,6,12/6/2017,0.01,RI10
mg/L,Cu,2017,12,6,12/6/2017,0.01,ZA10
mg/L,Mo,2017,12,6,12/6/2017,0.01,ZA10
mg/L,As,2017,12,6,12/6/2017,0.0076,CL30
mg/L,As,2017,12,6,12/6/2017,0.0064,RI10
mg/L,As,2017,12,6,12/6/2017,0.0043,ZA10
mg/L,N-NO2,2017,12,6,12/6/2017,0.003347826,AV10
mg/L,N-NO2,2017,12,6,12/6/2017,0.003347826,CL20
mg/L,N-NO2,2017,12,6,12/6/2017,0.003347826,CL30
mg/L,N-NO2,2017,12,6,12/6/2017,0.003347826,RI10
mg/L,N-NO2,2017,12,6,12/6/2017,0.003347826,ZA10
mg/L,As,2017,12,6,12/6/2017,0.0033,AV10
mg/L,N-NO2,2017,12,6,12/6/2017,3,CL10
mg/L,As,2017,12,6,12/6/2017,0.0026,CL10
mg/L,As,2017,12,6,12/6/2017,0.0024,CL20
NMP/100 ml,CF,2017,12,5,12/5/2017,1600,RA10
uS/cm,Cond,2017,12,5,12/5/2017,529,RA10
mg/L,SO4,2017,12,5,12/5/2017,100,RA10
mg/L,SST,2017,12,5,12/5/2017,72,TI30
mg/L,SO4,2017,12,5,12/5/2017,59,TI30
NMP/100 ml,CF,2017,12,5,12/5/2017,31,TI30
mg/L,CL-,2017,12,5,12/5/2017,27,RA10
mg/L,CL-,2017,12,5,12/5/2017,25,TI30
mg/L,AyG,2017,12,5,12/5/2017,14,RA10
mg/L,O Dis.,2017,12,5,12/5/2017,11.9,RA10
mg/L,N tot.,2017,12,5,12/5/2017,10.3,RA10
mg/L,O Dis.,2017,12,5,12/5/2017,8.9,TI30
Unid.ph,pH,2017,12,5,12/5/2017,8.3,RA10
Unid.ph,pH,2017,12,5,12/5/2017,8.2,TI30
mg/L,N-NO3,2017,12,5,12/5/2017,7.135483871,RA10
mg/L,N tot.,2017,12,5,12/5/2017,6.48,TI30
mg/L,N-NO3,2017,12,5,12/5/2017,5.735483871,TI30
mg/L,Fe,2017,12,5,12/5/2017,3.31,TI30
mg/L,Al,2017,12,5,12/5/2017,2.72,TI30
mg/L,DBO5,2017,12,5,12/5/2017,2,RA10
mg/L,DBO5,2017,12,5,12/5/2017,2,TI30
